adambc,0.0001,2048,5,13242043,250,1e-05,1,1
adambc,0.0001,2048,5,13242043,250,1e-05,1,2
adambc,0.0001,2048,5,13242043,500,1e-05,1,1
adambc,0.0001,2048,5,13242043,500,1e-05,1,2
adambc,0.0001,2048,5,1023176085,250,1e-05,1,1
adambc,0.0001,2048,5,1023176085,250,1e-05,1,2
adambc,0.0001,2048,5,1023176085,500,1e-05,1,1
adambc,0.0001,2048,5,1023176085,500,1e-05,1,2
adambc,0.0001,2048,5,2008379934,250,1e-05,1,1
adambc,0.0001,2048,5,2008379934,250,1e-05,1,2
adambc,0.0001,2048,5,2008379934,500,1e-05,1,1
adambc,0.0001,2048,5,2008379934,500,1e-05,1,2
adambc,0.0001,2048,10,2240989660,250,1e-05,1,1
adambc,0.0001,2048,10,2240989660,250,1e-05,1,2
adambc,0.0001,2048,10,2240989660,500,1e-05,1,1
adambc,0.0001,2048,10,2240989660,500,1e-05,1,2
adambc,0.0001,2048,10,1443617675,250,1e-05,1,1
adambc,0.0001,2048,10,1443617675,250,1e-05,1,2
adambc,0.0001,2048,10,1443617675,500,1e-05,1,1
adambc,0.0001,2048,10,1443617675,500,1e-05,1,2
adambc,0.0001,2048,10,13242043,250,1e-05,1,1
adambc,0.0001,2048,10,13242043,250,1e-05,1,2
adambc,0.0001,2048,10,13242043,500,1e-05,1,1
adambc,0.0001,2048,10,13242043,500,1e-05,1,2
adambc,0.0001,2048,10,1023176085,250,1e-05,1,1
adambc,0.0001,2048,10,1023176085,250,1e-05,1,2
adambc,0.0001,2048,10,1023176085,500,1e-05,1,1
adambc,0.0001,2048,10,1023176085,500,1e-05,1,2
adambc,0.0001,2048,10,2008379934,250,1e-05,1,1
adambc,0.0001,2048,10,2008379934,250,1e-05,1,2
adambc,0.0001,2048,10,2008379934,500,1e-05,1,1
adambc,0.0001,2048,10,2008379934,500,1e-05,1,2
adambc,0.001,256,1,2240989660,250,1e-05,1,1
adambc,0.001,256,1,2240989660,250,1e-05,1,2
adambc,0.001,256,1,2240989660,500,1e-05,1,1
adambc,0.001,256,1,2240989660,500,1e-05,1,2
adambc,0.001,256,1,1443617675,250,1e-05,1,1
adambc,0.001,256,1,1443617675,250,1e-05,1,2
adambc,0.001,256,1,1443617675,500,1e-05,1,1
adambc,0.001,256,1,1443617675,500,1e-05,1,2
adambc,0.001,256,1,13242043,250,1e-05,1,1
adambc,0.001,256,1,13242043,250,1e-05,1,2
adambc,0.001,256,1,13242043,500,1e-05,1,1
adambc,0.001,256,1,13242043,500,1e-05,1,2
adambc,0.001,256,1,1023176085,250,1e-05,1,1
adambc,0.001,256,1,1023176085,250,1e-05,1,2
adambc,0.001,256,1,1023176085,500,1e-05,1,1
adambc,0.001,256,1,1023176085,500,1e-05,1,2
adambc,0.001,256,1,2008379934,250,1e-05,1,1
adambc,0.001,256,1,2008379934,250,1e-05,1,2
adambc,0.001,256,1,2008379934,500,1e-05,1,1
adambc,0.001,256,1,2008379934,500,1e-05,1,2
adambc,0.001,256,5,2240989660,250,1e-05,1,1
adambc,0.001,256,5,2240989660,250,1e-05,1,2
adambc,0.001,256,5,2240989660,500,1e-05,1,1
adambc,0.001,256,5,2240989660,500,1e-05,1,2
adambc,0.001,256,5,1443617675,250,1e-05,1,1
adambc,0.001,256,5,1443617675,250,1e-05,1,2
adambc,0.001,256,5,1443617675,500,1e-05,1,1
adambc,0.001,256,5,1443617675,500,1e-05,1,2
adambc,0.001,256,5,13242043,250,1e-05,1,1
adambc,0.001,256,5,13242043,250,1e-05,1,2
adambc,0.001,256,5,13242043,500,1e-05,1,1
adambc,0.001,256,5,13242043,500,1e-05,1,2
adambc,0.001,256,5,1023176085,250,1e-05,1,1
adambc,0.001,256,5,1023176085,250,1e-05,1,2
adambc,0.001,256,5,1023176085,500,1e-05,1,1
adambc,0.001,256,5,1023176085,500,1e-05,1,2
adambc,0.001,256,5,2008379934,250,1e-05,1,1
adambc,0.001,256,5,2008379934,250,1e-05,1,2
adambc,0.001,256,5,2008379934,500,1e-05,1,1
adambc,0.001,256,5,2008379934,500,1e-05,1,2
adambc,0.001,256,10,2240989660,250,1e-05,1,1
adambc,0.001,256,10,2240989660,250,1e-05,1,2
adambc,0.001,256,10,2240989660,500,1e-05,1,1
adambc,0.001,256,10,2240989660,500,1e-05,1,2
adambc,0.001,256,10,1443617675,250,1e-05,1,1
adambc,0.001,256,10,1443617675,250,1e-05,1,2
adambc,0.001,256,10,1443617675,500,1e-05,1,1
adambc,0.001,256,10,1443617675,500,1e-05,1,2
adambc,0.001,256,10,13242043,250,1e-05,1,1
adambc,0.001,256,10,13242043,250,1e-05,1,2
adambc,0.001,256,10,13242043,500,1e-05,1,1
adambc,0.001,256,10,13242043,500,1e-05,1,2
adambc,0.001,256,10,1023176085,250,1e-05,1,1
adambc,0.001,256,10,1023176085,250,1e-05,1,2
adambc,0.001,256,10,1023176085,500,1e-05,1,1
adambc,0.001,256,10,1023176085,500,1e-05,1,2
adambc,0.001,256,10,2008379934,250,1e-05,1,1
adambc,0.001,256,10,2008379934,250,1e-05,1,2
adambc,0.001,256,10,2008379934,500,1e-05,1,1
adambc,0.001,256,10,2008379934,500,1e-05,1,2
adambc,0.001,512,1,2240989660,250,1e-05,1,1
adambc,0.001,512,1,2240989660,250,1e-05,1,2
adambc,0.001,512,1,2240989660,500,1e-05,1,1
adambc,0.001,512,1,2240989660,500,1e-05,1,2
adambc,0.001,512,1,1443617675,250,1e-05,1,1
adambc,0.001,512,1,1443617675,250,1e-05,1,2
adambc,0.001,512,1,1443617675,500,1e-05,1,1
adambc,0.001,512,1,1443617675,500,1e-05,1,2
adambc,0.001,512,1,13242043,250,1e-05,1,1
adambc,0.001,512,1,13242043,250,1e-05,1,2
adambc,0.001,512,1,13242043,500,1e-05,1,1
adambc,0.001,512,1,13242043,500,1e-05,1,2
adambc,0.001,512,1,1023176085,250,1e-05,1,1
adambc,0.001,512,1,1023176085,250,1e-05,1,2
adambc,0.001,512,1,1023176085,500,1e-05,1,1
adambc,0.001,512,1,1023176085,500,1e-05,1,2
adambc,0.001,512,1,2008379934,250,1e-05,1,1
adambc,0.001,512,1,2008379934,250,1e-05,1,2
adambc,0.001,512,1,2008379934,500,1e-05,1,1
adambc,0.001,512,1,2008379934,500,1e-05,1,2
adambc,0.001,512,5,2240989660,250,1e-05,1,1
adambc,0.001,512,5,2240989660,250,1e-05,1,2
adambc,0.001,512,5,2240989660,500,1e-05,1,1
adambc,0.001,512,5,2240989660,500,1e-05,1,2
adambc,0.001,512,5,1443617675,250,1e-05,1,1
adambc,0.001,512,5,1443617675,250,1e-05,1,2
adambc,0.001,512,5,1443617675,500,1e-05,1,1
adambc,0.001,512,5,1443617675,500,1e-05,1,2
adambc,0.001,512,5,13242043,250,1e-05,1,1
adambc,0.001,512,5,13242043,250,1e-05,1,2
adambc,0.001,512,5,13242043,500,1e-05,1,1
adambc,0.001,512,5,13242043,500,1e-05,1,2
adambc,0.001,512,5,1023176085,250,1e-05,1,1
adambc,0.001,512,5,1023176085,250,1e-05,1,2
adambc,0.001,512,5,1023176085,500,1e-05,1,1
adambc,0.001,512,5,1023176085,500,1e-05,1,2
adambc,0.001,512,5,2008379934,250,1e-05,1,1
adambc,0.001,512,5,2008379934,250,1e-05,1,2
adambc,0.001,512,5,2008379934,500,1e-05,1,1
adambc,0.001,512,5,2008379934,500,1e-05,1,2
adambc,0.001,512,10,2240989660,250,1e-05,1,1
adambc,0.001,512,10,2240989660,250,1e-05,1,2
adambc,0.001,512,10,2240989660,500,1e-05,1,1
adambc,0.001,512,10,2240989660,500,1e-05,1,2
adambc,0.001,512,10,1443617675,250,1e-05,1,1
adambc,0.001,512,10,1443617675,250,1e-05,1,2
adambc,0.001,512,10,1443617675,500,1e-05,1,1
adambc,0.001,512,10,1443617675,500,1e-05,1,2
adambc,0.001,512,10,13242043,250,1e-05,1,1
adambc,0.001,512,10,13242043,250,1e-05,1,2
adambc,0.001,512,10,13242043,500,1e-05,1,1
adambc,0.001,512,10,13242043,500,1e-05,1,2
adambc,0.001,512,10,1023176085,250,1e-05,1,1
adambc,0.001,512,10,1023176085,250,1e-05,1,2
adambc,0.001,512,10,1023176085,500,1e-05,1,1
adambc,0.001,512,10,1023176085,500,1e-05,1,2
adambc,0.001,512,10,2008379934,250,1e-05,1,1
adambc,0.001,512,10,2008379934,250,1e-05,1,2
adambc,0.001,512,10,2008379934,500,1e-05,1,1
adambc,0.001,512,10,2008379934,500,1e-05,1,2
adambc,0.001,1024,1,2240989660,250,1e-05,1,1
adambc,0.001,1024,1,2240989660,250,1e-05,1,2
adambc,0.001,1024,1,2240989660,500,1e-05,1,1
adambc,0.001,1024,1,2240989660,500,1e-05,1,2
adambc,0.001,1024,1,1443617675,250,1e-05,1,1
adambc,0.001,1024,1,1443617675,250,1e-05,1,2
adambc,0.001,1024,1,1443617675,500,1e-05,1,1
adambc,0.001,1024,1,1443617675,500,1e-05,1,2
adambc,0.001,1024,1,13242043,250,1e-05,1,1
adambc,0.001,1024,1,13242043,250,1e-05,1,2
adambc,0.001,1024,1,13242043,500,1e-05,1,1
adambc,0.001,1024,1,13242043,500,1e-05,1,2
adambc,0.001,1024,1,1023176085,250,1e-05,1,1
adambc,0.001,1024,1,1023176085,250,1e-05,1,2
adambc,0.001,1024,1,1023176085,500,1e-05,1,1
adambc,0.001,1024,1,1023176085,500,1e-05,1,2
adambc,0.001,1024,1,2008379934,250,1e-05,1,1
adambc,0.001,1024,1,2008379934,250,1e-05,1,2
adambc,0.001,1024,1,2008379934,500,1e-05,1,1
adambc,0.001,1024,1,2008379934,500,1e-05,1,2
adambc,0.001,1024,5,2240989660,250,1e-05,1,1
adambc,0.001,1024,5,2240989660,250,1e-05,1,2
adambc,0.001,1024,5,2240989660,500,1e-05,1,1
adambc,0.001,1024,5,2240989660,500,1e-05,1,2
adambc,0.001,1024,5,1443617675,250,1e-05,1,1
adambc,0.001,1024,5,1443617675,250,1e-05,1,2
adambc,0.001,1024,5,1443617675,500,1e-05,1,1
adambc,0.001,1024,5,1443617675,500,1e-05,1,2
adambc,0.001,1024,5,13242043,250,1e-05,1,1
adambc,0.001,1024,5,13242043,250,1e-05,1,2
adambc,0.001,1024,5,13242043,500,1e-05,1,1
adambc,0.001,1024,5,13242043,500,1e-05,1,2
adambc,0.001,1024,5,1023176085,250,1e-05,1,1
adambc,0.001,1024,5,1023176085,250,1e-05,1,2
adambc,0.001,1024,5,1023176085,500,1e-05,1,1
adambc,0.001,1024,5,1023176085,500,1e-05,1,2
adambc,0.001,1024,5,2008379934,250,1e-05,1,1
adambc,0.001,1024,5,2008379934,250,1e-05,1,2
adambc,0.001,1024,5,2008379934,500,1e-05,1,1
adambc,0.001,1024,5,2008379934,500,1e-05,1,2
adambc,0.001,1024,10,2240989660,250,1e-05,1,1
adambc,0.001,1024,10,2240989660,250,1e-05,1,2
adambc,0.001,1024,10,2240989660,500,1e-05,1,1
adambc,0.001,1024,10,2240989660,500,1e-05,1,2
adambc,0.001,1024,10,1443617675,250,1e-05,1,1
adambc,0.001,1024,10,1443617675,250,1e-05,1,2
adambc,0.001,1024,10,1443617675,500,1e-05,1,1
adambc,0.001,1024,10,1443617675,500,1e-05,1,2
adambc,0.001,1024,10,13242043,250,1e-05,1,1
adambc,0.001,1024,10,13242043,250,1e-05,1,2
adambc,0.001,1024,10,13242043,500,1e-05,1,1
adambc,0.001,1024,10,13242043,500,1e-05,1,2
adambc,0.001,1024,10,1023176085,250,1e-05,1,1
adambc,0.001,1024,10,1023176085,250,1e-05,1,2
adambc,0.001,1024,10,1023176085,500,1e-05,1,1
adambc,0.001,1024,10,1023176085,500,1e-05,1,2
adambc,0.001,1024,10,2008379934,250,1e-05,1,1
adambc,0.001,1024,10,2008379934,250,1e-05,1,2
adambc,0.001,1024,10,2008379934,500,1e-05,1,1
adambc,0.001,1024,10,2008379934,500,1e-05,1,2
adambc,0.001,2048,1,2240989660,250,1e-05,1,1
adambc,0.001,2048,1,2240989660,250,1e-05,1,2
adambc,0.001,2048,1,2240989660,500,1e-05,1,1
adambc,0.001,2048,1,2240989660,500,1e-05,1,2
adambc,0.001,2048,1,1443617675,250,1e-05,1,1
adambc,0.001,2048,1,1443617675,250,1e-05,1,2
adambc,0.001,2048,1,1443617675,500,1e-05,1,1
adambc,0.001,2048,1,1443617675,500,1e-05,1,2
adambc,0.001,2048,1,13242043,250,1e-05,1,1
adambc,0.001,2048,1,13242043,250,1e-05,1,2
adambc,0.001,2048,1,13242043,500,1e-05,1,1
adambc,0.001,2048,1,13242043,500,1e-05,1,2
adambc,0.001,2048,1,1023176085,250,1e-05,1,1
adambc,0.001,2048,1,1023176085,250,1e-05,1,2
adambc,0.001,2048,1,1023176085,500,1e-05,1,1
adambc,0.001,2048,1,1023176085,500,1e-05,1,2
adambc,0.001,2048,1,2008379934,250,1e-05,1,1
adambc,0.001,2048,1,2008379934,250,1e-05,1,2
adambc,0.001,2048,1,2008379934,500,1e-05,1,1
adambc,0.001,2048,1,2008379934,500,1e-05,1,2
adambc,0.001,2048,5,2240989660,250,1e-05,1,1
adambc,0.001,2048,5,2240989660,250,1e-05,1,2
adambc,0.001,2048,5,2240989660,500,1e-05,1,1
adambc,0.001,2048,5,2240989660,500,1e-05,1,2
adambc,0.001,2048,5,1443617675,250,1e-05,1,1
adambc,0.001,2048,5,1443617675,250,1e-05,1,2
adambc,0.001,2048,5,1443617675,500,1e-05,1,1
adambc,0.001,2048,5,1443617675,500,1e-05,1,2
adambc,0.001,2048,5,13242043,250,1e-05,1,1
adambc,0.001,2048,5,13242043,250,1e-05,1,2
adambc,0.001,2048,5,13242043,500,1e-05,1,1
adambc,0.001,2048,5,13242043,500,1e-05,1,2
adambc,0.001,2048,5,1023176085,250,1e-05,1,1
adambc,0.001,2048,5,1023176085,250,1e-05,1,2
adambc,0.001,2048,5,1023176085,500,1e-05,1,1
adambc,0.001,2048,5,1023176085,500,1e-05,1,2
adambc,0.001,2048,5,2008379934,250,1e-05,1,1
adambc,0.001,2048,5,2008379934,250,1e-05,1,2
adambc,0.001,2048,5,2008379934,500,1e-05,1,1
adambc,0.001,2048,5,2008379934,500,1e-05,1,2
adambc,0.001,2048,10,2240989660,250,1e-05,1,1
adambc,0.001,2048,10,2240989660,250,1e-05,1,2
adambc,0.001,2048,10,2240989660,500,1e-05,1,1
adambc,0.001,2048,10,2240989660,500,1e-05,1,2
adambc,0.001,2048,10,1443617675,250,1e-05,1,1
adambc,0.001,2048,10,1443617675,250,1e-05,1,2
adambc,0.001,2048,10,1443617675,500,1e-05,1,1
adambc,0.001,2048,10,1443617675,500,1e-05,1,2
adambc,0.001,2048,10,13242043,250,1e-05,1,1
adambc,0.001,2048,10,13242043,250,1e-05,1,2
adambc,0.001,2048,10,13242043,500,1e-05,1,1
adambc,0.001,2048,10,13242043,500,1e-05,1,2
adambc,0.001,2048,10,1023176085,250,1e-05,1,1
adambc,0.001,2048,10,1023176085,250,1e-05,1,2
adambc,0.001,2048,10,1023176085,500,1e-05,1,1
adambc,0.001,2048,10,1023176085,500,1e-05,1,2
adambc,0.001,2048,10,2008379934,250,1e-05,1,1
adambc,0.001,2048,10,2008379934,250,1e-05,1,2
adambc,0.001,2048,10,2008379934,500,1e-05,1,1
adambc,0.001,2048,10,2008379934,500,1e-05,1,2
